show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5404,TV Show,The Oath,,"Christopher Lee, Jesseca Liu, Ann Kok, Kate Pang, Zhang Zhenhuan, Richard Low",Singapore,"July 1, 2017",2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","two doctor opposite approach treat patient clash job must learn trust 's expertise , allow love bloom ."
s5405,TV Show,The Truth Seekers,,"Chen Hanwei, Rebecca Lim, Desmond Tan, Yusuke Fukuchi",Singapore,"July 1, 2017",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","veteran cop form agency dedicate solve cold case , include relate team member ' painful mysterious past ."
s5406,TV Show,The Ultimatum,,"Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo",Singapore,"July 1, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas","love intrigue swirl around two woman - one champion human right , ambitious businesswoman - switch birth ."
s5407,TV Show,Unriddle,,"Rui En, Chen Liping, Tay Ping Hui, Andie Chen, Xiang Yun, Joshua Ang, Zhou Ying",Singapore,"July 1, 2017",2012,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","hard-nosed detective reluctantly partner informant solve complex case , uncover link particularly puzzling cold case ."
s5408,TV Show,World at Your Feet,,"Ha Yu, Tay Ping Hui, Jeanette Aw, Elvin Ng, Yvonne Lim, Zhang Zhenhuan, Vivian Lai, Ian Fang, Xu Bin",Singapore,"July 1, 2017",2014,TV-14,1 Season,"International TV Shows, TV Dramas","group struggle individual unite love soccer . center renxin , reclusive widower former coach need new hope ."
s5409,Movie,Yaar Gaddar,Umesh Mehra,"Mithun Chakraborty, Saif Ali Khan, Somy Ali, Prem Chopra, Gulshan Grover, Puneet Issar, Himani Shivpuri, Johnny Lever, Yunus Parvez, Umesh Shukla",India,"July 1, 2017",1994,TV-14,148 min,"Dramas, International Movies","brother become involve deadly bank robbery , heartbroken cop vow track retrieve wayward sibling - dead alive ."
s5410,TV Show,Yes We Can!,,"Romeo Tan, Rebecca Lim, Sora Ma, Xu Bin, Chen Liping, Chen Hanwei, Yao Wenlong, Eelyn Kok, Dennis Chew",Singapore,"July 1, 2017",2014,TV-14,1 Season,"International TV Shows, TV Dramas","frustrated businessman start firm , soon morph way help senior citizen refresh dying traditional trade ."
s5411,TV Show,Yours Fatefully,,"Kingone Wang, Jesseca Liu, Xiang Yun, Chen Shucheng, Eelyn Kok, Cavin Soh, Sora Ma",Singapore,"July 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","two lonely single meet blind date slowly get know , unaware parent friend may fall love ."
s5412,Movie,Zipi & Zape y la Isla del Capitan,Oskar Santos,"Teo Planell, Toni Gómez, Elena Anaya, Iria Castellano, Máximo Pastor, Ana Blanco de Córdova, Fermí Reixach, Jorge Bosch, Carolina Lapausa, Goizalde Núñez, Juan Codina",Spain,"July 1, 2017",2016,TV-PG,105 min,"Children & Family Movies, Comedies","christmas , zip zap take trip parent remote island , friendly woman run child 's home mystery awaits ."
s5413,TV Show,Criminal Minds,,"Mandy Patinkin, Joe Mantegna, Thomas Gibson, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Paget Brewster, Lola Glaudini, Jennifer Love Hewitt, Jeanne Tripplehorn","United States, Canada","June 30, 2017",2017,TV-14,12 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",intense police procedural follow group extraordinary fbi profilers spend day get mind psychopathic criminal .
s5414,TV Show,Gypsy,,"Naomi Watts, Billy Crudup, Sophie Cookson, Karl Glusman, Poorna Jagannathan, Brooke Bloom, Lucy Boynton, Melanie Liburd, Brenda Vaccaro, Maren Heary, Blythe Danner","United States, United Kingdom","June 30, 2017",2017,TV-MA,1 Season,TV Dramas,therapist jean holloway develop dangerous intimate relationship people patient ' life simmer psychological thriller .
s5415,TV Show,Little Witch Academia,,"Megumi Han, Fumiko Orikasa, Michiyo Murase, Yoko Hikasa, Arisa Shida, Rie Murakawa, Reina Ueda, Ryosuke Kanemoto, Junko Takeuchi, Noriko Hidaka",Japan,"June 30, 2017",2017,TV-Y7,2 Seasons,"Anime Series, International TV Shows","akko enrolls luna nova witchcraft academy . 's best student , bright attitude key friend ' success ."
s5416,Movie,Okja,Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito","South Korea, United States","June 28, 2017",2017,TV-MA,121 min,"Action & Adventure, Comedies, Dramas","gentle giant girl raise catch crossfire animal activism , corporate greed scientific ethic ."
s5417,Movie,Chris D'Elia: Man on Fire,Bill D'Elia,Chris D'Elia,United States,"June 27, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"unbridled comic chris d'elia reconsider approach major life event like marriage , kid buy pant friend ."
s5418,Movie,I Am Michael,Justin Kelly,"James Franco, Zachary Quinto, Emma Roberts, Charlie Carver, Avan Jogia, Daryl Hannah, Lesley Ann Warren, Jefferson Mays, Jan Maxwell, Ahna O'Reilly",United States,"June 26, 2017",2015,TV-MA,102 min,"Dramas, LGBTQ Movies",gay activist michael glatze begin painful journey decide renounce sexuality religion drama base true story .
s5419,Movie,Nobody Speak: Trials of the Free Press,Brian Knappenberger,,"Netherlands, United States","June 23, 2017",2017,TV-14,96 min,Documentaries,"hulk hogan 's court case gawker medium shed light wealthy , powerful figure challenge freedom press order silence critic ."
s5420,Movie,You Get Me,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson",United States,"June 23, 2017",2017,TV-MA,89 min,"Dramas, Thrillers","one-night stand , holly develop dangerous obsession tyler transfer high school , desperate keep `` romance '' alive ."
s5421,Movie,Dangal,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra, Aparshakti Khurana, Zaira Wasim, Suhani Bhatnagar, Ritwik Sahore",India,"June 21, 2017",2016,TV-PG,161 min,"Dramas, International Movies, Sports Movies",once-promising wrestler pursue gold medal never train two daughter compete commonwealth game .
s5422,TV Show,Young & Hungry,,"Emily Osment, Kym Whitley, Rex Lee, Jonathan Sadowski, Aimee Carrero, Jesse McCartney, Ashley Tisdale",United States,"June 21, 2017",2017,TV-14,5 Seasons,TV Comedies,"female food blogger hire personal chef young tech tycoon face new menu challenge , inside outside kitchen ."
s5423,TV Show,Pac-Man and the Ghostly Adventures,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill","United States, Japan, Canada","June 20, 2017",2014,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",teenage pac loyal crew face ups down adolescence protect pac-world ghostly army lead evil betrayus .
s5424,Movie,Puss in Book: Trapped in an Epic Tale,"Roy Burdine, Johnny Castuciano","Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett, Grey Griffin, Carla Jimenez, Paul Rugg, Joshua Rush",United States,"June 20, 2017",2017,TV-Y7,24 min,"Children & Family Movies, Comedies","tumble magic storybook , pus boot must fight , dance romance way wild adventure search escape ."
s5425,Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,Rory Scovel,United States,"June 20, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"comedian rory scovel storm stage atlanta , share unfocused thought thing mystify , relationship `` thong song . ''"
s5426,TV Show,Aquarius,,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",United States,"June 16, 2017",2016,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas","amid turmoil 1960s la , two cop prominent political family draw sex- drug-fueled web young charles manson ."
s5427,Movie,Counterpunch,Jay Bulger,,United States,"June 16, 2017",2017,TV-MA,91 min,"Documentaries, Sports Movies","boxing 's popularity wane , three fighter different stage career make sacrifice pursue dream become champion ."
s5428,Movie,What the Health,"Kip Andersen, Keegan Kuhn",,United States,"June 16, 2017",2017,TV-PG,92 min,Documentaries,"film examine link diet disease , billion dollar stake healthcare , pharmaceutical food industry ."
s5429,TV Show,World of Winx,Iginio Straffi,"Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens, Kate Bristol, Saskia Maarleveld, Brittany Pressley, Billy Bob Thompson, Marc Thompson, Suzy Myers, Jason Griffith, Samara Naeymi, Wayne Grayson, Alyson Leigh Rosenfeld, Abe Goldfarb, Lisa Flanagan","Italy, United States","June 16, 2017",2017,TV-Y7,2 Seasons,Kids' TV,"reality show `` wow ! '' engage winx mission , start undercover , worldly journey order make talented kid ' dream come true ."
s5430,Movie,Kanavu Variyam,Arun Chidambaram,"Jiya Anil Manne, Arun Chidambaram, T.P. Gajendran, Gnanasambandam, M. Ilavarasu, Yog Japee, Mayilsamy, Black Pandi",India,"June 15, 2017",2017,TV-PG,104 min,"Comedies, Dramas, International Movies","despite doubt fellow villager think 's crazy , ambitious dropout commits solve persistent local electricity crisis ."
s5431,Movie,Marco Luque: Tamo Junto,Caio Cobra,Marco Luque,Brazil,"June 15, 2017",2017,TV-MA,73 min,Stand-Up Comedy,"eclectic character comedian marco luque play stand-up special relationship , regional difference love movie ."
s5432,Movie,The Russian Revolution,Cal Seville,Jonathan Kydd,United Kingdom,"June 15, 2017",2017,TV-PG,47 min,Documentaries,"start 1881 , film describe personal battle royal romanov lenin 's ulyanov family lead russian revolution ."
s5433,Movie,"Oh, Hello On Broadway",Michael John Warren,"Nick Kroll, John Mulaney",United States,"June 13, 2017",2017,TV-MA,102 min,Stand-Up Comedy,"two delusional geriatrics reveal curious past , share love tuna welcome surprise guest filming popular broadway comedy show ."
s5434,TV Show,28 Moons,,"Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi",South Korea,"June 10, 2017",2016,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","fiance act strangely upon receive mysterious invitation , florist set find truth behind tiny scrap paper ."
s5435,TV Show,Magic Phone,,"Jin-woo Kim, Min-ji Park, In-jun Gwak, Gi-du Kim",South Korea,"June 10, 2017",2016,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","ordinary guy cross paths 15 year later childhood sweetheart , actress , magic cellphone allow protector ."
s5436,TV Show,Man to Man,Chang-Min Lee,"Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",South Korea,"June 10, 2017",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","disguise bodyguard , special agent must complete national secret task pander whim ill-tempered world star ."
s5437,TV Show,My Little Baby,,"Ji-ho Oh, Soo-kyung Lee, Min-jae Kim, Ji-hyun Nam",South Korea,"June 10, 2017",2016,TV-PG,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",top detective violent crime unit become sole guardian 6-month-old niece sister husband pas away unexpectedly .
s5438,TV Show,Singles Villa,,"Joe Cheng, Lulu Xu, Jiro Wang, Viann Zhang, Han Chengyu",China,"June 10, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","luxurious condominium complex draconian rule forbid romance , two resident fall love dare start secret relationship ."
s5439,TV Show,Under the Black Moonlight,,"Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang",South Korea,"June 10, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",college art club welcome new member secret ability smell death warn one leave boyfriend ... else .
s5440,TV Show,My Only Love Song,,"Seung-yeon Gong, Jong-hyun Lee, Yeon-seo Kim, Bo-hyun Ahn, Jai-jin Lee, Joo-hyung Park",South Korea,"June 9, 2017",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","thing n't go way shooting new show , top actress run away old van guide time-traveling journey ."
s5441,Movie,Shimmer Lake,Oren Uziel,"Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally, Ron Livingston, John Michael Higgins, Wyatt Russell, Stephanie Sigman, Mark Rendall, Isabel Dove, Angela Vint","Canada, United States","June 9, 2017",2017,TV-MA,87 min,"Dramas, Independent Movies, Thrillers","unfold reverse time , darkly comic crime thriller follow local sheriff hunt three bank robbery suspect , one brother ."
s5442,Movie,The Wishing Tree,Manika Sharma,"Shabana Azmi, Makrand Deshpande, Harshpreet Kaur, Aabhas Yadav, Shivani Joshi, Saurabh Shukla",India,"June 5, 2017",2017,TV-14,117 min,"Children & Family Movies, Dramas, Music & Musicals",five child live edge forest band together save magical wishing tree destruction find path happiness .
s5443,Movie,Headshot,"Timo Tjahjanto, Kimo Stamboel","Iko Uwais, Chelsea Islan, Julie Estelle, Sunny Pang, Very Tri Yulisman, David Hendrawan, Zack Lee, Yayu Unru, Ganindra Bimo",Indonesia,"June 3, 2017",2016,TV-MA,119 min,"Action & Adventure, International Movies","young man wake coma , memory brutal violence begin surface , put life - doctor - jeopardy ."
s5444,Movie,1898: Our Last Men in the Philippines,Salvador Calvo,"Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios",Spain,"June 2, 2017",2016,R,130 min,"Dramas, International Movies","spain relinquishes last colony , battle-fatigued outpost engages long , brutal sometimes bizarre clash filipino insurgent ."
s5445,TV Show,Crashing,,"Phoebe Waller-Bridge, Jonathan Bailey, Adrian Scarborough, Damien Molony, Louise Ford, Julie Dray, Amit Shah",United Kingdom,"June 2, 2017",2016,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","exchange low rent , hodgepodge group 20-something tenant set residence property guard disused hospital , hilarity ensues ."
s5446,TV Show,Flaked,,"Will Arnett, David Sullivan, Ruth Kearney, George Basil, Lina Esco, Travis Mills, Robert Wisdom, Mark Boone Junior, Matthew Willig, Heather Graham, Kirstie Alley, Sab Shimono, Christopher Mintz-Plasse, Minerva Garcia, Jeff Daniel Phillips",United States,"June 2, 2017",2017,TV-MA,2 Seasons,"TV Comedies, TV Dramas","funky california beach enclave , chip 's go-to guy personal insight . n't quite enlighten come baggage ."
s5447,Movie,Lucid Dream,Jun-seong Kim,"Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun",South Korea,"June 2, 2017",2017,TV-MA,102 min,"International Movies, Sci-Fi & Fantasy, Thrillers","search abducted son three year , devastated father attempt track miss child lucid dream ."
s5448,Movie,Aashik Awara,Umesh Mehra,"Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan",India,"June 1, 2017",1993,TV-14,154 min,"Dramas, International Movies, Music & Musicals","raise kindly thief , orphan jimmy go run goon fall love jyoti , whose father indirectly cause parent ' death ."
s5449,Movie,Amelia: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,"June 1, 2017",2017,TV-PG,44 min,Documentaries,"eight decade disappearance , amelia earhart 's incredible accomplishment still celebrate , thanks large part sister muriel ."
s5450,Movie,Catfight,Onur Tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill, Myra Lucretia Taylor, Ariel Kavoussi, Damian Young, Stephen Gevedon, Giullian Yao Gioiello, Tituss Burgess",United States,"June 1, 2017",2016,TV-MA,96 min,"Comedies, Independent Movies",two college frenemies whose life n't hop meet decade later escalate resentment verbal jab bloody brawl .
s5451,Movie,How to Stage a Coup,Cal Seville,Cal Seville,United Kingdom,"June 1, 2017",2017,TV-14,47 min,Documentaries,"explore caesar , napoleon , mussolini , hitler modern-day dictator consolidate considerable power bold brazen coup ."
s5452,Movie,Jackie: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,"June 1, 2017",2017,TV-PG,44 min,Documentaries,"rachael stirling narrates multifaceted portrait former first lady jacqueline kennedy onassis young sister , lee radziwill ."
s5453,Movie,Lens,Jayaprakash Radhakrishnan,"Jayaprakash Radhakrishnan, Anand Sami, Aswathy Lal, Misha Ghoshal",India,"June 1, 2017",2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies","addict webcam voyeurism , married man get bargain online stranger try force watch suicide ."
s5454,Movie,Little Boxes,Rob Meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays",United States,"June 1, 2017",2016,TV-MA,89 min,"Comedies, Dramas, Independent Movies","move new york city small town washington state , interracial couple preteen son struggle adjust new life ."
s5455,Movie,Love.com,Anita Barbosa,"Isis Valverde, Gil Coelho, Joaquim Lopes, Carol Portes, Alexandra Richter, Marcos Mion, João Côrtes, César Cardadeiro",Brazil,"June 1, 2017",2017,TV-MA,92 min,"Comedies, International Movies, Romantic Movies","fashion blogger fall video game vlogger , romance go viral . separate virtual life reality get complicate ."
s5456,Movie,Maya Memsaab,Ketan Mehta,"Deepa Sahi, Farooq Shaikh, Raj Babbar, Shah Rukh Khan, Shreeram Lagoo, Sudha Shivpuri, Paresh Rawal, Raghuvir Yadav, Satyadev Dubey","France, United Kingdom, India","June 1, 2017",1993,TV-14,122 min,"Dramas, International Movies, Music & Musicals","beautiful , wealthy woman 's insatiable appetite romance lead tragedy police investigation ."
s5457,Movie,Michael Lost and Found,Daniel Wilner,,"Canada, United States","June 1, 2017",2017,TV-PG,19 min,"Documentaries, International Movies, LGBTQ Movies","benjie nycum travel wyoming visit ex-lover , michael glatze , former gay activist live wife work church pastor ."
s5458,TV Show,Mind Game,,"Tay Ping Hui, Joanne Peh, Zhang Yaodong, Paige Chua, Akit Tay",Singapore,"June 1, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","help cop , psychologist woman foretell future , brilliant paralegal work solve array perplex mystery ."
s5459,TV Show,Miniforce,,"Sang-hyun Um, Jeong-hwa Yang, Tae-yeol Jeon, Yong-woo Shin, So-yeong Lee, Wan-kyung Sung, Soyeon, Jin-wook Hong, Yeong-wung Jeong",,"June 1, 2017",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",four animal superheroes call miniforce transform robot protect small defenseless creature hand scheme villain .
s5460,TV Show,Off Camera,,Sam Jones,United States,"June 1, 2017",2015,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,"photographer , writer director sam jones set famous guest ease freewheeling , insightful celebrity interview without agenda ."
s5461,Movie,Oh Darling Yeh Hai India,Ketan Mehta,"Shah Rukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Tom Alter, Tinnu Anand, Sadashiv Amrapurkar, Tiku Talsania, Kader Khan",India,"June 1, 2017",1995,TV-14,154 min,"Action & Adventure, Comedies, International Movies",penniless actor new mumbai beautiful woman meet one fateful night try stop gangster replace india 's president twin .
s5462,Movie,Prince,Lekh Tandon,"Shammi Kapoor, Vyjayantimala, Rajendra Nath, Ajit, Helen, Leela Chitnis, Parveen Choudhary, Sudhir, Sunder, Rashid Khan",India,"June 1, 2017",1969,TV-PG,152 min,"Dramas, International Movies, Romantic Movies","better , spoiled prince temporarily assume commoner 's identity . soon learn palace gift father 's new wife ."
s5463,Movie,Qila,Umesh Mehra,"Dilip Kumar, Mukul Dev, Rekha, Mamta Kulkarni, Smita Jaykar, Gulshan Grover",India,"June 1, 2017",1998,TV-14,161 min,"Dramas, International Movies","abusive landowner murder , twin brother set find killer quickly discovers everyone , seem , want dead ."
s5464,Movie,Smoke & Mirrors,Alberto Rodríguez,"Eduard Fernández, José Coronado, Marta Etura, Carlos Santos, Enric Benavent, Philippe Rebbot, Israel Elejalde, Tomás del Estal, Emilio Gutiérrez Caba",Spain,"June 1, 2017",2016,TV-14,123 min,"Dramas, International Movies, Thrillers","betray spanish government serve , former secret agent plot steal million dollar embezzle corrupt public official ."
s5465,TV Show,The Day Will Come,,"Sofie Gråbøl, Lars Mikkelsen, Harald Kaiser Hermann, Albert Rudbeck Lindhardt, Laurids Skovgaard Andersen, Søren Sætter Lassen, Sonja Richter, David Dencik, Solbjørg Højfeldt, Lars Ranthe",Denmark,"June 1, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","1967 , two brother copenhagen , denmark , wind orphanage , headmaster 's cruel tyranny slowly provoke kid push back ."
s5466,TV Show,The Dream Job,,"Hugo Ng, Shaun Chen, Jeanette Aw, Rebecca Lim, Zhang Zhenhuan, Ian Fang",Singapore,"June 1, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","mysterious , wealthy man offer three people lucrative , unusual job may good true : live high life child heir ."
s5467,Movie,The Mitfords: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,"June 1, 2017",2017,TV-PG,44 min,Documentaries,jessica diana sister separate year age . political ideology could n't farther apart .
s5468,Movie,Without Gorky,Cosima Spender,,United Kingdom,"May 31, 2017",2011,TV-14,80 min,Documentaries,"filmmaker train camera family examine impact grandfather , troubled artist arshile gorky , three generation ."
s5469,Movie,Sarah Silverman A Speck of Dust,Liam Lynch,Sarah Silverman,United States,"May 30, 2017",2017,TV-MA,71 min,Stand-Up Comedy,"first comedy special post-health scare , sarah silverman share mix fun fact , sad truth yeah-she-just-went-there moment ."
s5470,Movie,Rangoon,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",India,"May 29, 2017",2017,TV-14,153 min,"Action & Adventure, Dramas, International Movies","world war ii , daredevil star miss julia entertain soldier indo-burma border , 's catch web love deceit ."
s5471,TV Show,Bloodline,,"Kyle Chandler, Ben Mendelsohn, Sissy Spacek, Linda Cardellini, Norbert Leo Butz, Jacinda Barrett, Jamie McShane, John Leguizamo, Enrique Murciano, Sam Shepard, Chloë Sevigny, Andrea Riseborough, Beau Bridges, Taylor Rouviere, Owen Teague, Brandon Larracuente",United States,"May 26, 2017",2017,TV-MA,3 Seasons,"TV Dramas, TV Mysteries, TV Thrillers","black sheep son respect family threaten expose dark secret past , sibling loyalty put test ."
s5472,Movie,Joshua: Teenager vs. Superpower,Joe Piscatella,,United States,"May 26, 2017",2017,TV-14,79 min,Documentaries,"mobilize teenage activist joshua wong , young citizen hong kong take street bid preserve history autonomy china ."
s5473,Movie,Raees,Rahul Dholakia,"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub, Sheeba Chaddha, Shubham Chintamani, Shubham Tukaram, Atul Kulkarni, Narendra Jha, Jaideep Ahlawat, Sunny Leone",India,"May 26, 2017",2017,TV-14,143 min,"Action & Adventure, Dramas, International Movies","street smart kid raees rise become gujarat 's bootleg king 1980s , try balance life crime help people ."
s5474,Movie,War Machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",United States,"May 26, 2017",2017,TV-MA,123 min,"Comedies, Dramas","proud general task win unpopular war , take challenge head-on , know hubris may bad enemy ."
s5475,Movie,Arès,Jean-Patrick Benes,"Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn",France,"May 23, 2017",2016,TV-MA,80 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",futuristic france try keep people despair rebellion cripple poverty engage violent tv competition show .
s5476,Movie,Hasan Minhaj: Homecoming King,Christopher Storer,Hasan Minhaj,,"May 23, 2017",2017,TV-MA,73 min,Stand-Up Comedy,"comic hasan minhaj `` daily show '' share personal story racism , immigrant parent , prom night horror stand-up special ."
s5477,Movie,BLAME!,Hiroyuki Seshita,"Takahiro Sakurai, Kana Hanazawa, Sora Amamiya, Kazuhiro Yamaji, Mamoru Miyano, Aya Suzaki, Nobunaga Shimazaki, Yuki Kaji, Aki Toyosaki, Saori Hayami",Japan,"May 19, 2017",2017,TV-14,106 min,"Action & Adventure, Anime Features, International Movies","inside vast , self-replicating city bent eliminate life , mysterious loner killy emerge guide remnant humanity desperate survive ."
s5478,TV Show,Highland: Thailand's Marijuana Awakening,,Sebastian Perry,Thailand,"May 19, 2017",2017,TV-MA,1 Season,"Docuseries, International TV Shows","thailand 's complicated history marijuana continue play role policy law , well health security citizen ."
s5479,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Laerte Coutinho,Brazil,"May 19, 2017",2017,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies","living man nearly 60 year , laerte coutinho , one brazil 's brilliant cartoonist , introduces world woman ."
s5480,TV Show,The Keepers,,,United States,"May 19, 2017",2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",docuseries examine decades-old murder sister catherine cesnik suspected link priest accuse abuse .
s5481,Movie,Tracy Morgan: Staying Alive,Ryan Polito,Tracy Morgan,United States,"May 16, 2017",2017,TV-MA,59 min,Stand-Up Comedy,"first special since serious car accident , tracy morgan crack joke life coma , second marriage family 's dark side ."
s5482,Movie,Chamatkar,Rajiv Mehra,"Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi",India,"May 15, 2017",1992,TV-14,164 min,"Comedies, International Movies, Sci-Fi & Fantasy","village schoolteacher ghost murdered man , betray close , join force help ."
s5483,Movie,Kabhi Haan Kabhi Naa,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri, Satish Shah, Anjan Srivastav, Goga Kapoor, Tiku Talsania, Ravi Baswani, Naseeruddin Shah",India,"May 15, 2017",1994,TV-14,151 min,"Comedies, Dramas, International Movies",dreamer fall girl love someone else try create rift man love .
s5484,Movie,Lovesong,So Yong Kim,"Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff",United States,"May 15, 2017",2016,TV-MA,84 min,"Dramas, Independent Movies, Romantic Movies","best friend sarah mindy share unexpected moment road trip . year later , two struggle reconnect wedding ."
s5485,Movie,Natascha Kampusch: The Whole Story,Alina Teodorescu,,United States,"May 15, 2017",2010,TV-14,51 min,Movies,viennese child kidnap hold captive basement escape eight year reveal headline-making story survival .
s5486,Movie,Ram Jaane,Rajiv Mehra,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur, Puneet Issar, Tinnu Anand, Deven Verma, Gulshan Grover, Amrit Pal, Arun Bali",India,"May 15, 2017",1995,TV-14,142 min,"Dramas, International Movies, Music & Musicals","two boyhood pal - one righteous , criminal - take different path adulthood . love woman may prove disastrous ."
s5487,Movie,The Devil's Mistress,Filip Renc,"Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard, Simona Stasová, Martin Huba, Pavel Kríz, Zdenka Procházková, Anna Fialová, Lenka Vlasáková, Jirí Mádl","Czech Republic, Slovakia","May 15, 2017",2016,TV-MA,110 min,"Dramas, International Movies","dawn world war ii , ambitious actress pursue dream berlin . plan derail become joseph goebbels ' mistress ."
